"label","fold","arm","mae","rmse","rsq","rsq_trad"
"C | Iu=0.0",5,"SEM",0.80122840515399,1.01279432653279,0.34262772570884,0.342343523885161
"C | Iu=0.0",5,"GraphSAGE",0.806585663726832,1.02267964294453,0.330135892884489,0.329442840726679
"C | Iu=0.0",5,"GraphSAGE + LayerNorm",0.825083611211926,1.03923247828436,0.309457273254963,0.307560230337821
"C | Iu=0.0",6,"OLS",0.767618430637552,0.966027260629376,0.345606671972423,0.343696538363423
"C | Iu=0.0",6,"SEM",0.767617316185512,0.966025775943363,0.345607988703741,0.34369855570571
"C | Iu=0.0",6,"GraphSAGE",0.771856857501106,0.972868807789506,0.335303352195813,0.334367544964998
"C | Iu=0.0",6,"GraphSAGE + LayerNorm",0.777541747584515,0.98557344765774,0.321783190510112,0.316869115931559
"C | Iu=0.0",1,"XGBoost",0.926871246863012,1.15653150980016,0.221977192960332,0.150348105376161
"C | Iu=0.0",2,"XGBoost",0.907484503551268,1.14455578090603,0.253525577661089,0.182971230725969
"C | Iu=0.0",3,"XGBoost",0.896235730339066,1.13672382065642,0.213263065170466,0.131208958283064
"C | Iu=0.0",4,"XGBoost",0.900547085679098,1.13155323315533,0.252130976360961,0.207999512642899
"C | Iu=0.0",5,"XGBoost",0.928620239763927,1.15222227413248,0.214950393714442,0.148804900942868
"C | Iu=0.0",6,"XGBoost",0.882398550788107,1.12692775877901,0.211776486651433,0.10686299413528
"C | Iu=0.0",1,"XGBoost + lags",0.897612072719961,1.11681098882026,0.246978309231363,0.207707676814352
"C | Iu=0.0",2,"XGBoost + lags",0.88311831734666,1.10782765174443,0.283927380732967,0.234565866863272
"C | Iu=0.0",3,"XGBoost + lags",0.879164561443378,1.09881193685871,0.24536928516298,0.188194200372237
"C | Iu=0.0",4,"XGBoost + lags",0.892822215409516,1.1231008757364,0.25422534618926,0.219787325921111
"C | Iu=0.0",5,"XGBoost + lags",0.874468471481049,1.1043838915771,0.247295985294534,0.218018086666792
"C | Iu=0.0",6,"XGBoost + lags",0.857461547466793,1.10092614970367,0.227528557175048,0.147602228601333
"C | Iu=0.4",1,"OLS",0.80986027541464,1.01659954878851,0.362366623173135,0.326797608708548
"C | Iu=0.4",1,"SEM",0.809302327974516,1.01575895157994,0.363148076195839,0.327910452190702
"C | Iu=0.4",1,"GraphSAGE",0.833012020987989,1.04293146803143,0.345495082608468,0.291471428820559
"C | Iu=0.4",1,"GraphSAGE + LayerNorm",0.838776374629621,1.05660369055275,0.315792233215119,0.272772871736006
"C | Iu=0.4",2,"OLS",0.800163102086658,0.997366333662838,0.380043419526383,0.37901329194465
"C | Iu=0.4",2,"SEM",0.800757891805032,0.997915637900578,0.380057916253845,0.378329080831948
"C | Iu=0.4",2,"GraphSAGE",0.85096877326174,1.06624668665467,0.309915956305506,0.290277972104042
"C | Iu=0.4",2,"GraphSAGE + LayerNorm",0.817321331055004,1.02251892661023,0.347536908102681,0.347297003556863
"C | Iu=0.4",3,"OLS",0.812737719270334,1.02012797744007,0.345990237542863,0.275344476112251
"C | Iu=0.4",3,"SEM",0.808291337307287,1.01458105477263,0.345528262617482,0.283203646679582
"C | Iu=0.4",3,"GraphSAGE",0.812106735206833,1.01755453170547,0.340371244170474,0.278995997280911
"C | Iu=0.4",3,"GraphSAGE + LayerNorm",0.826738517945392,1.03641713033119,0.321734611636209,0.252017468584671
"C | Iu=0.4",4,"OLS",0.780685301574111,0.978274358079218,0.35069690906243,0.347871668455815
"C | Iu=0.4",4,"SEM",0.78056239530302,0.978176557105913,0.350868908325982,0.348002052323982
"C | Iu=0.4",4,"GraphSAGE",0.786071478608812,0.982320172724059,0.342980656186466,0.342466546506019
"C | Iu=0.4",4,"GraphSAGE + LayerNorm",0.80577996032213,1.00656941724722,0.317919651457523,0.309602531858977
"C | Iu=0.4",5,"OLS",0.84230027797741,1.04421484061826,0.339608680743379,0.338743925356584
"C | Iu=0.4",5,"SEM",0.841873727819592,1.04373652565246,0.340289294068243,0.339349578953033
"C | Iu=0.4",5,"GraphSAGE",0.850359587608789,1.05748335504821,0.323115753222578,0.321832406866758
"C | Iu=0.4",5,"GraphSAGE + LayerNorm",0.864769587524687,1.07496968176118,0.305837283481517,0.29921889484937
"C | Iu=0.4",6,"OLS",0.773856308962107,0.963449173005534,0.38246900461122,0.381543973388734
"C | Iu=0.4",6,"SEM",0.77432054477128,0.964347258979651,0.38222112617437,0.380390439666071
"C | Iu=0.4",6,"GraphSAGE",0.837578460801576,1.04753997587633,0.291473957176832,0.26887367732267
"C | Iu=0.4",6,"GraphSAGE + LayerNorm",0.8267069014051,1.02375445108134,0.316828388635485,0.301698756624458
"C | Iu=0.4",1,"XGBoost",0.909606276325137,1.15125789127835,0.2321063643502,0.136641707143738
"C | Iu=0.4",2,"XGBoost",0.915582530303772,1.13386848211442,0.25860897798214,0.197401650091124
"C | Iu=0.4",3,"XGBoost",0.917732301315626,1.16351582216466,0.205626736358879,0.0573143912118449
"C | Iu=0.4",4,"XGBoost",0.916509206114146,1.1399140304522,0.222157795180308,0.114566546963861
"C | Iu=0.4",5,"XGBoost",0.926966724331172,1.15625393810876,0.238959302635007,0.189232368066483
"C | Iu=0.4",6,"XGBoost",0.89987143427864,1.11734087568388,0.233323983586431,0.168192976576046
"C | Iu=0.4",1,"XGBoost + lags",0.916882737865005,1.15849110247212,0.223915825212304,0.125758879351012
"C | Iu=0.4",2,"XGBoost + lags",0.880083452136937,1.10124984114357,0.279460385052829,0.242915049781638
"C | Iu=0.4",3,"XGBoost + lags",0.931513665641142,1.17153100833311,0.192701842129497,0.0442817782074758
"C | Iu=0.4",4,"XGBoost + lags",0.880951364462007,1.09804729469011,0.255271261997182,0.178412504761882
"C | Iu=0.4",5,"XGBoost + lags",0.923803846214091,1.14813928598057,0.242237218263225,0.200572456683882
"C | Iu=0.4",6,"XGBoost + lags",0.908927589503753,1.1305670422919,0.217235242396999,0.148383923503929
"C | Iu=0.8",1,"OLS",0.898106495441936,1.09607399429423,0.327235704642955,0.279930174239648
"C | Iu=0.8",1,"SEM",0.909488586914126,1.10952799691555,0.327723591710055,0.262144369583002
"C | Iu=0.8",1,"GraphSAGE",1.19221384949619,1.42731554092744,0.0929318387748675,-0.221053953164776
"C | Iu=0.8",1,"GraphSAGE + LayerNorm",1.10668936878612,1.34900839523667,0.135697959429729,-0.0907473581723139
"C | Iu=0.8",2,"OLS",0.949203435867411,1.15863235700896,0.283353802138528,0.239346965926194
"C | Iu=0.8",2,"SEM",0.957484795492903,1.1675775533126,0.283310096924017,0.22755641567655
"C | Iu=0.8",2,"GraphSAGE",0.970277858259416,1.21531436620499,0.236881529297677,0.163101942777172
"C | Iu=0.8",2,"GraphSAGE + LayerNorm",0.918436964078622,1.14146491029576,0.29275557645586,0.261721149977549
"C | Iu=0.8",3,"OLS",0.806491086972159,1.04660957250637,0.333225572767722,0.262149102283467
"C | Iu=0.8",3,"SEM",0.809837210572898,1.05333413746058,0.332480367409188,0.252637119595673
"C | Iu=0.8",3,"GraphSAGE",0.979536723606234,1.24080453993821,0.158482134406346,-0.0370649404712886
"C | Iu=0.8",3,"GraphSAGE + LayerNorm",0.814112881583244,1.01284614104002,0.352751908256207,0.308987091351642
"C | Iu=0.8",4,"OLS",0.657570603302592,0.83875000562584,0.437106467808761,0.423135473050987
"C | Iu=0.8",4,"SEM",0.665148340945255,0.845792749025101,0.440941789161438,0.413407269145368
"C | Iu=0.8",4,"GraphSAGE",0.848985558442541,1.06847437609872,0.209840433471668,0.06386822963996
"C | Iu=0.8",4,"GraphSAGE + LayerNorm",0.943916593985506,1.1630404415854,0.122514972778907,-0.109170714622011
"C | Iu=0.8",5,"OLS",0.758602466240203,0.933285221838328,0.449269129036888,0.282020315438578
"C | Iu=0.8",5,"SEM",0.74163145123385,0.911793225681036,0.448847418548167,0.314707308285768
"C | Iu=0.8",5,"GraphSAGE",0.824122746246198,1.03642058402866,0.320083114046823,0.114567543521683
"C | Iu=0.8",5,"GraphSAGE + LayerNorm",0.826763944311261,1.04909088043149,0.348012726370833,0.0927862968127452
"C | Iu=0.8",6,"OLS",0.801525519308736,1.01269953148672,0.434161572573155,0.195430648622353
"C | Iu=0.8",6,"SEM",0.783032347004499,0.985408275830811,0.433080961711818,0.238211034867256
"C | Iu=0.8",6,"GraphSAGE",0.926453576470097,1.15693969128284,0.287474964589815,-0.0500831947940998
"C | Iu=0.8",6,"GraphSAGE + LayerNorm",0.939042533059637,1.19554206437799,0.316107038369871,-0.121326249850133
"C | Iu=0.8",1,"XGBoost",1.00117829948686,1.23879090767696,0.195806372917788,0.0802053414621555
"C | Iu=0.8",2,"XGBoost",1.05222618163639,1.28977894564497,0.179344708284119,0.0574034134191337
"C | Iu=0.8",3,"XGBoost",0.95688164295438,1.20878302325713,0.17783286845353,0.0157715631946388
"C | Iu=0.8",4,"XGBoost",0.814879884272052,1.02726235746773,0.262189135025951,0.134690423331769
"C | Iu=0.8",5,"XGBoost",0.881300646727159,1.09306858908979,0.269971306898868,0.0151315918905476
"C | Iu=0.8",6,"XGBoost",0.926005648659877,1.17219487145179,0.24779619754212,-0.0779581506318126
"C | Iu=0.8",1,"XGBoost + lags",0.989712346879286,1.23960949371503,0.194391195627346,0.0789893495994417
"C | Iu=0.8",2,"XGBoost + lags",1.01963138845413,1.2522809623789,0.203254489261622,0.111415255401851
"C | Iu=0.8",3,"XGBoost + lags",0.899465005015795,1.13576457298962,0.240733514824934,0.131087908484602
"C | Iu=0.8",4,"XGBoost + lags",0.838928843323848,1.04632603064096,0.238004864941899,0.102276030007285
"C | Iu=0.8",5,"XGBoost + lags",0.840854551523841,1.05869015045238,0.309364564660637,0.0761081774429719
"C | Iu=0.8",6,"XGBoost + lags",0.930097297837683,1.16011191834155,0.261595592722645,-0.0558495612600662
"D | Iu=0.0 Ix=0.4",1,"OLS",2.44295892846961,3.39727697294864,0.452988666613388,0.451973110520866
"D | Iu=0.0 Ix=0.4",1,"SEM",2.4427486257794,3.39811043383781,0.452802299074784,0.451704180427122
"D | Iu=0.0 Ix=0.4",1,"GraphSAGE",0.8764033270009,1.08695559514456,0.944183250341242,0.943899909471712
"D | Iu=0.0 Ix=0.4",1,"GraphSAGE + LayerNorm",0.888085415362346,1.1228676352138,0.940229701173385,0.940131678030686
"D | Iu=0.0 Ix=0.4",2,"OLS",2.3502584122717,3.19792322774018,0.487862935185289,0.486571132501555
"D | Iu=0.0 Ix=0.4",2,"SEM",2.35048686158954,3.19817951362313,0.48786898630898,0.486488835439398
"D | Iu=0.0 Ix=0.4",2,"GraphSAGE",0.884673542094404,1.11118397168311,0.938667033580779,0.938010782699692
"D | Iu=0.0 Ix=0.4",2,"GraphSAGE + LayerNorm",0.889515092199371,1.11702641642696,0.93743055908938,0.937357208312255
"D | Iu=0.0 Ix=0.4",3,"OLS",2.36372378811777,3.1081103500613,0.468038923535932,0.465102249207344
"D | Iu=0.0 Ix=0.4",3,"SEM",2.3630661862007,3.10764898740531,0.468088957826346,0.465261036060616
"D | Iu=0.0 Ix=0.4",3,"GraphSAGE",0.854512909102976,1.07197815308457,0.936691795583396,0.936371778879206
"D | Iu=0.0 Ix=0.4",3,"GraphSAGE + LayerNorm",0.849340060671048,1.07576898748749,0.936136345900502,0.93592096645612
"D | Iu=0.0 Ix=0.4",4,"OLS",2.34705519162768,3.24298871924606,0.44954857641846,0.449413826343657
"D | Iu=0.0 Ix=0.4",4,"SEM",2.34676994724056,3.24173893751999,0.449939118853018,0.449838113941152
"D | Iu=0.0 Ix=0.4",4,"GraphSAGE",0.879854131368275,1.0986744547886,0.9370356279498,0.936806489909175
"D | Iu=0.0 Ix=0.4",4,"GraphSAGE + LayerNorm",0.878582183842652,1.11013479667353,0.93561647295604,0.935481263104458
"D | Iu=0.0 Ix=0.4",5,"OLS",2.27379101271044,3.09235109284432,0.44138337958833,0.437948210816325
"D | Iu=0.0 Ix=0.4",5,"SEM",2.27162689821219,3.09206107452754,0.441296511759117,0.438053630715403
"D | Iu=0.0 Ix=0.4",5,"GraphSAGE",0.848173713250159,1.0779146545519,0.932462185955768,0.931708367407305
"D | Iu=0.0 Ix=0.4",5,"GraphSAGE + LayerNorm",0.853609436160618,1.08900114997135,0.930448830246025,0.930296366221068
"D | Iu=0.0 Ix=0.4",6,"OLS",2.50267776194514,3.37325750283305,0.439089239126343,0.438317760816879
"D | Iu=0.0 Ix=0.4",6,"SEM",2.50239513949213,3.37325156188031,0.439140695472857,0.43831973927521
"D | Iu=0.0 Ix=0.4",6,"GraphSAGE",0.880163341721804,1.13105601004943,0.937002297726334,0.936851952795181
"D | Iu=0.0 Ix=0.4",6,"GraphSAGE + LayerNorm",0.886274008273134,1.12634258632392,0.937474743213017,0.937377166966378
"D | Iu=0.0 Ix=0.4",1,"XGBoost",1.00533238958252,1.32193649572768,0.917357050760275,0.9170223478115
"D | Iu=0.0 Ix=0.4",2,"XGBoost",1.02366998361154,1.3070786329013,0.915045876850712,0.914227583326536
"D | Iu=0.0 Ix=0.4",3,"XGBoost",0.939585108977642,1.2048058855507,0.919782994560931,0.919626649418999
"D | Iu=0.0 Ix=0.4",4,"XGBoost",1.01938514159762,1.30802131135502,0.910721198497957,0.9104296925221
"D | Iu=0.0 Ix=0.4",5,"XGBoost",1.01299706080789,1.29179890221315,0.903757128396979,0.901918168975256
"D | Iu=0.0 Ix=0.4",6,"XGBoost",1.01909564932286,1.33898621331481,0.911923167087119,0.911499869286405
